Timestamp,Quality,Type,ID,Alarm State,Resource,Reference,Message
 06/29/21  11:26:46.191,,BSYS,0081-1,,SCS0118,SCS0118,SCS0118  IOM Fail    FIO NODE 03 SLOT 04 Code = 5101
 06/29/21  11:26:46.191,,BSYS,0081-1,,SCS0118,SCS0118,SCS0118  IOM Fail    FIO NODE 03 SLOT 03 Code = 5101
 06/29/21  11:26:46.191,,BSYS,0460-4,,SCS0118,SCS0118,SCS0118  IOM Out Service FIO NODE 03 SLOT 03
 06/29/21  11:26:46.191,,BSYS,0081-1,,SCS0118,SCS0118,SCS0118  IOM Fail    FIO NODE 03 SLOT 02 Code = 5101
 06/29/21  11:26:46.191,,BSYS,0081-1,,SCS0118,SCS0118,SCS0118  IOM Fail    FIO NODE 03 SLOT 01 Code = 5101
 06/29/21  11:26:46.191,,BSYS,0081-1,,SCS0118,SCS0118,SCS0118  IOM Fail    FIO NODE 02 SLOT 05 Code = 5101
 06/29/21  11:26:46.191,,BSYS,0081-1,,SCS0118,SCS0118,SCS0118  IOM Fail    FIO NODE 02 SLOT 04 Code = 5101
 06/29/21  11:26:46.191,,BSYS,0081-1,,SCS0118,SCS0118,SCS0118  IOM Fail    FIO NODE 02 SLOT 03 Code = 5101
 06/29/21  11:26:46.191,,BSYS,0081-1,,SCS0118,SCS0118,SCS0118  IOM Fail    FIO NODE 02 SLOT 02 Code = 5101
 06/29/21  11:26:46.191,,BSYS,0081-1,,SCS0118,SCS0118,SCS0118  IOM Fail    FIO NODE 02 SLOT 01 Code = 5101
 06/29/21  07:12:43.691,,BSYS,0085-2,,SCS0118,SCS0118,SCS0118  IOM Communication Error FIO NODE 03 SLOT 08 RIGHT
 06/29/21  07:12:43.691,,BSYS,0085-2,,SCS0118,SCS0118,SCS0118  IOM Communication Error FIO NODE 03 SLOT 07 RIGHT
 06/29/21  07:12:43.691,,BSYS,0085-2,,SCS0118,SCS0118,SCS0118  IOM Communication Error FIO NODE 03 SLOT 05 RIGHT
 06/29/21  07:12:43.691,,BSYS,0085-2,,SCS0118,SCS0118,SCS0118  IOM Communication Error FIO NODE 03 SLOT 04 RIGHT
 06/29/21  07:12:43.691,,BSYS,0085-2,,SCS0118,SCS0118,SCS0118  IOM Communication Error FIO NODE 03 SLOT 03 RIGHT
 06/29/21  07:12:43.691,,BSYS,0085-2,,SCS0118,SCS0118,SCS0118  IOM Communication Error FIO NODE 03 SLOT 02 RIGHT
 06/29/21  07:12:43.691,,BSYS,0085-2,,SCS0118,SCS0118,SCS0118  IOM Communication Error FIO NODE 03 SLOT 01 RIGHT
 06/29/21  07:12:43.691,,BSYS,0085-2,,SCS0118,SCS0118,SCS0118  IOM Communication Error FIO NODE 02 SLOT 05 RIGHT
 06/29/21  07:12:43.691,,BSYS,0085-2,,SCS0118,SCS0118,SCS0118  IOM Communication Error FIO NODE 02 SLOT 04 RIGHT
 06/29/21  07:12:43.691,,BSYS,0085-2,,SCS0118,SCS0118,SCS0118  IOM Communication Error FIO NODE 02 SLOT 03 RIGHT
 06/29/21  07:12:43.691,,BSYS,0085-2,,SCS0118,SCS0118,SCS0118  IOM Communication Error FIO NODE 02 SLOT 02 RIGHT
 06/29/21  07:12:43.691,,BSYS,0085-2,,SCS0118,SCS0118,SCS0118  IOM Communication Error FIO NODE 02 SLOT 01 RIGHT
